Year,Month,Date,Treatment/Control,SGL,Plot,Transect,Trap,ID,Recapture?,Specimen.Species,Sex?,Age?,Total.WT,Bag.WT,Animal.Weight,Ear.length,Foot.length,Tail.length,Body.length,Larvae,Nymphs,Ticks.Total,Fleas ,Other.Ectoparasites,
2024,August,8/1/2024,C,SGL103,5,A,2,TEAL386,N,WFM ,F,AD,42,14,28,1.9,,,9.8,,,13,,,
2024,August,8/1/2024,C,SGL103,3,A,10,TEAL412,N,WFM ,M,AD,36,11,25,1.8,,,9.3,,,13,,,
2024,August,8/1/2024,C,SGL103,3,A,5,TEAL420,N,WFM ,F,AD,33,11,22,1.5,,,7.6,,,0,,,
2024,August,8/2/2024,C,SGL103,4,A,8,BLACK134,N,WFM ,F,AD,76,51,25,1.6,,,8,,,2,,,
2024,August,8/2/2024,C,SGL103,7,A,1,BLACK158,Y,WFM ,,,,,0,,,,,,,,,,
2024,August,8/2/2024,C,SGL103,7,B,6,GREEN296,Y,WFM ,,,,,0,,,,,,,,,,
2024,August,8/2/2024,C,SGL103,4,B,3,RED344,Y,WFM ,,,,,0,,,,,,,,,,
2024,August,8/2/2024,C,SGL103,5,B,6,RED363,N,WFM ,F,AD,51,27,24,1.2,,,7.7,,,2,,,
2024,August,8/2/2024,C,SGL103,2,B,6,RED365,Y,WFM ,,,,,0,,,,,,,0,,,
2024,August,8/2/2024,C,SGL103,7,A,2,RED368,N,WFM ,,AD,52,,52,1.6,,,10.2,,,7,,,
2024,August,8/2/2024,C,SGL103,6,A,2,RED372,N,WFM ,M,JUV,58,38,20,1.5,,,8.7,,,2,,,
2024,August,8/2/2024,C,SGL103,7,A,2,RED379,N,WFM ,F,AD,45,21,24,,,,,,,0,,,
2024,August,8/2/2024,C,SGL103,3,B,10,RED406,N,WFM ,F,JUV,32,28,4,1.6,,,6.5,,,11,,,
2024,August,8/2/2024,C,SGL103,3,B,8,RED421,N,WFM ,M,AD,34,12,22,1.7,,,8.5,,,1,,,
2024,August,8/2/2024,C,SGL103,4,A,2,RED429,N,WFM ,M,AD,58,23,35,1.8,,,6.9,,,0,,,
2024,August,8/2/2024,C,SGL103,2,B,4,RED6,N,WFM ,M,AD,34,9,25,1.25,,,8,,,4,,,
2024,August,8/2/2024,C,SGL103,8,A,10,TEAL368,N,WFM ,F,AD,39,,39,1.5,,,8.3,,,0,,,
2024,August,8/2/2024,C,SGL103,8,A,4,TEAL390,N,WFM ,F,AD,45,30,15,1.5,,,7.7,,,1,,,
2024,August,8/2/2024,C,SGL103,2,B,1,TEAL456,N,WFM ,F,AD,34,11,23,1.6,,,8.4,,,2,,,
2024,August,8/2/2024,C,SGL103,3,A,10,TEAL481,N,WFM ,F,AD,36,11,25,1.6,,,8.3,,,0,,,
2024,August,8/2/2024,C,SGL103,3,B,6,TEAL491,N,WFM ,M,AD,30,11,19,1.6,,,9.1,,,2,,,
2024,August,8/2/2024,C,SGL103,3,B,10,,N,WFM ,,,,,0,,,,,,,,,,
2024,August,8/6/2024,C,SH,6,B,4,RED117,N,WFM ,F,AD,36,20,16,1.6,,,8.9,,,1,1,0,
2024,August,8/6/2024,C,SH,6,B,9,RED142,N,WFM ,M,JUV,33,13,20,1.5,,,8.6,,,5,,0,
2024,August,8/6/2024,C,SH,6,B,6,RED145,N,WFM ,M,AD,30,15,15,1.5,,,9.1,,,10,,,
2024,August,8/6/2024,C,SH,5,B,1,RED319,N,WFM ,F,AD,46,25,21,1.6,,,7.9,,,5,,0,
2024,August,8/6/2024,C,SH,7,A,2,RED93,N,WFM ,M,AD,43,16,27,1.4,,,8.2,,,2,,,
2024,August,8/6/2024,C,SH,6,A,3,TEAL404,N,WFM ,M,AD,39,15,24,1.5,,,8.9,,,18,,0,
2024,August,8/6/2024,C,SH,6,A,2,TEAL446,N,WFM ,M,AD,32,15,17,1.4,,,7.1,,,12,,0,
2024,August,8/6/2024,C,SH,1,B,5,TEAL484,Y,WFM ,F,AD,34,9,25,1.3,,,9.5,,,5,,0,
2024,August,8/8/2024,C,SH,6,A,9,RED331,N,WFM ,M,JUV,45,31,14,1.2,,,6.7,,,6,,0,
2024,August,8/8/2024,C,SH,5,B,1,RED358,N,WFM ,M,AD,32,11,21,1.8,,,8.4,,,11,,0,
2024,August,8/8/2024,C,SH,7,A,9,RED377,N,WFM ,M,AD,34,11,23,1.6,,,8.4,,,36,,0,
2024,August,8/8/2024,C,SH,5,B,7,RED380,N,WFM ,M,AD,31,18,13,1.4,,,8.3,,,14,,0,
2024,August,8/8/2024,C,SH,5,B,6,TEAL381,N,WFM ,F,AD,45,20,25,1.4,,,8.5,,,0,,0,
2024,August,8/8/2024,C,SH,4,B,10,TEAL400,N,WFM ,M,SUBADULT,30,10,20,1.5,,,8,,,3,,0,
2024,August,8/8/2024,C,SH,4,A,6,TEAL434,N,WFM ,F,JUV,35,17,18,1.5,,,7.5,,,1,,0,
2024,August,8/13/2024,C,SH,5,B,7,RED301,N,WFM ,M,AD,38,11,27,1.6,,,9,,,7,,0,
2024,August,8/13/2024,C,SH,5,A,5,RED317,N,WFM ,,,,,0,,,,,,,,,0,
2024,August,8/13/2024,C,SH,4,A,3,RED326,N,WFM ,M,AD,71,48,23,1.4,,,8,,,7,,,
2024,August,8/13/2024,C,SH,2,A,1,RED328,N,WFM ,F,AD,44,28,16,1.3,,,7.5,,,0,,0,
2024,August,8/13/2024,C,SH,2,B,7,RED347,N,WFM ,M,AD,35,11,24,1.5,,,8.4,,,1,,,
2024,August,8/13/2024,C,SH,2,A,9,RED61,N,WFM ,M,AD,33,10,23,1.1,,,9.1,,,2,,0,
2024,August,8/13/2024,C,SH,4,B,8,RED68,N,WFM ,M,AD,37,17,20,1.2,,,7.3,,,4,,0,
2024,August,8/13/2024,C,SH,7,B,5,TEAL442,N,WFM ,M,AD,36,16,20,1.5,,,8.6,,,2,,,
2024,July,7/30/2024,C,SGL103,6,A,4,BLACK22,N,WFM ,M,AD,39,13,26,1.6,,,8.3,,,8,,,
2024,July,7/30/2024,C,SGL103,4,A,1,BLACK54,Y,WFM ,F,JUV,37,23,14,1.2,,,6.3,,,1,,,
2024,July,7/30/2024,C,SGL103,5,B,1,GREEN373,N,WFM ,M,AD,35,9,26,1.5,,,7.7,,,3,,1,
2024,July,7/30/2024,C,SGL103,3,B,10,GREEN506,Y,WFM ,M,AD,46,12,34,1.9,,,10.1,,,4,,,
2024,July,7/30/2024,C,SGL103,4,B,4,RED100,N,WFM ,F,JUV,25,11,14,1,,,7.3,,,2,,1,
2024,July,7/30/2024,C,SGL103,1,A,5,RED103,N,WFM ,M,AD,40,12,28,1.2,,,8.2,,,2,,0,
2024,July,7/30/2024,C,SGL103,1,B,2,RED107,N,WFM ,F,SUBADULT,42,20,22,1.3,,,8,,,1,,0,
2024,July,7/30/2024,C,SGL103,4,A,7,RED108,N,WFM ,F,AD,55,29,26,1.3,,,8.4,,,3,,,
2024,July,7/30/2024,C,SGL103,8,B,8,RED116,N,WFM ,F,SUBADULT,58,19,39,1.4,,,7.4,,,4,,0,
2024,July,7/30/2024,C,SGL103,4,B,7,RED125,N,WFM ,F,AD,49,22,27,1.6,,,8.4,,,3,1,1 BOTFLY,
2024,July,7/30/2024,C,SGL103,1,B,1,RED141,N,WFM ,F,SUBADULT,37,23,14,1.4,,,6,,,1,,0,
2024,July,7/30/2024,C,SGL103,3,A,9,RED150,N,WFM ,M,AD,35,11,24,1.4,,,9.2,,,3,,,
2024,July,7/30/2024,C,SGL103,4,B,5,RED16,Y,WFM ,F,AD,50,,50,1.5,,,7.5,,,4,,,
2024,July,7/30/2024,C,SGL103,7,B,1,RED56,N,WFM ,M,SUBADULT,35,12,23,1.4,,,7.5,,,1,,BOTFLY,
2024,July,7/30/2024,C,SGL103,5,B,7,RED85,N,WFM ,M,AD,40,15,25,1.4,,,8.4,,,0,,0,
2024,July,7/30/2024,C,SGL103,3,B,5,TEAL425,N,WFM ,M,AD,37,11,26,1.9,,,8.8,,,4,,1BOTFLY,
2024,July,7/30/2024,C,SGL103,4,B,9,TEAL450,N,WFM ,M,AD,36,11,25,1.4,,,9.3,,,5,,,
2024,July,7/30/2024,C,SGL103,2,A,5,TEAL480*,N,WFM ,M,AD,40,16,24,1.4,,,8.6,,,3,,0,
2024,July,7/31/2024,C,SGL103,4,B,7,RED138,N,WFM ,M,SUBADULT,38,15,23,1.1,,,8.1,,,0,,0,
2024,July,7/31/2024,C,SGL103,5,A,4,RED354,N,WFM ,M,AD,42,13,29,1.4,,,8.3,,,4,,1BOTFLY,
2024,July,7/31/2024,C,SGL103,3,A,8,RED359,N,WFM ,M,JUV,29,12,17,1,,,7.8,,,3,,0,
2024,July,7/31/2024,C,SGL103,2,B,6,RED365,N,WFM ,F,JUV,39,15,24,1.3,,,7.7,,,0,,1 BOTFLY,
2024,July,7/31/2024,C,SGL103,2,B,6,RED365,N,WFM ,F,JUV,39,35,4,1.3,,,7.7,,,0,,1,
2024,July,7/31/2024,C,SGL103,5,A,6,RED375,N,WFM ,F,JUV,36,14,22,1.3,,,7.5,,,1,,,
2024,July,7/31/2024,C,SGL103,4,A,8,TEAL419*,N,WFM ,F,JUV,48,29,19,1.7,,,7.2,,,3,,0,
2024,July,7/31/2024,C,SGL103,4,B,1,TEAL496,N,WFM ,F,AD,37,14,23,1.8,,,7.8,,,3,,1BOTFLY,
2024,July,7/23/2024,C,SGL33,3,A,7,GREEN160,Y,WFM ,F,SUBADULT,53,32,21,1.5,,,7.4,,,1,,0,
2024,July,7/23/2024,C,SGL33,9,A,8,RED144,N,WFM ,F,AD,32,10,22,1.6,,,7.4,,,5,,0,
2024,July,7/23/2024,C,SGL33,3,B,4,TEAL302,N,WFM ,M,AD,33,11,22,1.6,,,9.1,,,4,,0,
2024,July,7/23/2024,C,SGL33,9,A,5,TEAL317,N,WFM ,F,AD,28,11,17,1.4,,,8.9,,,5,,0,
2024,July,7/23/2024,C,SGL33,3,B,2,TEAL321,N,WFM ,F,JUV,27,12,15,1.7,,,8.3,,,5,,0,
2024,July,7/23/2024,C,SGL33,9,B,10,TEAL327,N,WFM ,M,AD,60,33,27,1.9,,,9.1,,,3,,0,
2024,July,7/23/2024,C,SGL33,9,B,9,TEAL328,N,WFM ,M,AD,41,21,20,1.6,,,7.7,,,3,,0,
2024,July,7/23/2024,C,SGL33,8,B,4,TEAL369,N,WFM ,F,AD,36,21,15,1.6,,,9.9,,,0,,0,
2024,July,7/23/2024,C,SGL33,2,B,5,TEAL424,N,WFM ,M,AD,34,12,22,1.4,,,7.3,,,2,,0,
2024,July,7/23/2024,C,SGL33,2,A,4,TEAL429,N,WFM ,F,AD,34,13,21,1.7,,,8,,,3,,1,
2024,July,7/23/2024,C,SGL33,7,B,10,TEAL455,N,WFM ,M,SUBADULT,68,50,18,1.4,,,7.1,,,0,,0,
2024,July,7/23/2024,C,SGL33,1,A,8,TEAL467,N,WFM ,M,SUBADULT,81,60,21,1.4,,,7.3,,,3,,0,
2024,July,7/23/2024,C,SGL33,9,B,2,TEAL471,N,WFM ,M,AD,52,26,26,1.5,,,8.9,,,1,,0,
2024,July,7/24/2024,C,SGL33,5,A,4,RED19,N,WFM ,M,SUBADULT,50,25,25,1.5,,,7.5,,,11,,0,
2024,July,7/24/2024,C,SGL33,6,A,7,RED27,N,WFM ,F,AD,49,32,17,1.5,,,8.5,,,3,,0,
2024,July,7/24/2024,C,SGL33,5,B,7,RED4,N,WFM ,M,AD,59,34,25,1.6,,,8.7,,,3,,0,
2024,July,7/24/2024,C,SGL33,9,B,3,RED43,N,WFM ,F,JUV,44,23,21,1.5,,,7.2,,,3,,0,
2024,July,7/24/2024,C,SGL33,1,B,4,RED74,N,WFM ,F,AD,29,9,20,1.3,,,9,,,2,,0,
2024,July,7/24/2024,C,SGL33,2,B,9,RED9,N,WFM ,F,AD,31,12,19,1.3,,,8,,,0,,0,
2024,July,7/24/2024,C,SGL33,7,B,8,RED92,N,WFM ,M,AD,42,17,25,1.4,,,8.3,,,4,,0,
2024,July,7/24/2024,C,SGL33,9,B,5,TEAL313,N,WFM ,F,JUV,32,12,20,1.4,,,8.1,,,0,,0,
2024,July,7/24/2024,C,SGL33,6,A,2,TEAL322,N,WFM ,M,JUV,31,11,20,1.4,,,7.2,,,5,,0,
2024,July,7/24/2024,C,SGL33,2,B,10,TEAL323,N,WFM ,F,AD,25,11,14,1.5,,,8.1,,,0,,0,
2024,July,7/24/2024,C,SGL33,2,A,5,TEAL334,N,WFM ,F,AD,31,11,20,1.4,,,7.1,,,1,,0,
2024,July,7/24/2024,C,SGL33,6,B,7,TEAL338,N,WFM ,M,AD,40,18,22,1.7,,,8.1,,,1,,0,
2024,July,7/24/2024,C,SGL33,7,B,2,TEAL355,N,WFM ,M,AD,81,59,22,1.2,,,8.2,,,2,,1,
2024,July,7/24/2024,C,SGL33,5,A,3,TEAL362,N,WFM ,M,SUBADULT,32,11,21,1.5,,,7.2,,,1,,0,
2024,July,7/24/2024,C,SGL33,2,B,1,TEAL465,N,WFM ,M,AD,91,73,18,1.9,,,8.6,,,2,,0,
2024,July,7/25/2024,C,SGL33,5,A,6,TEAL304,N,WFM ,M,AD,38,17,21,1.4,,,7.4,,,2,,1,
2024,July,7/25/2024,C,SGL33,6,A,10,TEAL318,N,WFM ,M,AD,37,14,23,1.4,,,7.6,,,1,,0,
2024,July,7/25/2024,C,SGL33,9,A,1,TEAL324,N,WFM ,F,AD,65,46,19,1.4,,,7.3,,,4,,0,
2024,July,7/25/2024,C,SGL33,9,A,9,TEAL375,N,WFM ,F,AD,32,11,21,1.4,,,7.5,,,1,,0,
2024,July,7/25/2024,C,SGL33,8,A,5,TEAL378,N,WFM ,M,AD,36,11,25,1.6,,,8.3,,,1,,0,
2024,July,7/25/2024,C,SGL33,2,A,2,TEAL399,N,WFM ,F,JUV,26,11,15,1.4,,,7.5,,,1,,0,
2024,July,7/25/2024,C,SGL33,3,B,4,TEAL402,N,WFM ,M,AD,34,15,19,1.4,,,7.2,,,3,,0,
2024,July,7/25/2024,C,SGL33,8,A,9,TEAL441,N,WFM ,M,AD,55,34,21,1.5,,,7.6,,,7,,0,
2024,July,7/25/2024,C,SGL33,3,B,1,TEAL447,N,WFM ,F,AD,35,19,16,1.3,,,7.1,,,1,,0,
2024,July,7/25/2024,C,SGL33,2,B,6,TEAL464*,N,WFM ,M,AD,53,31,22,1.3,,,9.4,,,1,,0,
2024,July,7/25/2024,C,SGL33,6,A,1,TEAL469,N,WFM ,M,AD,55,29,26,1.5,,,9.5,,,2,,0,
2024,July,7/25/2024,C,SGL33,5,A,1,TEAL470,N,WFM ,F,SUBADULT,65,47,18,1.7,,,7.7,,,2,,0,
2024,July,7/26/2024,C,SGL33,5,A,8,RED104,N,WFM ,M,AD,69,46,23,1.2,,,7.4,,,2,,0,
2024,July,7/26/2024,C,SGL33,9,B,9,RED131,N,WFM ,M,AD,49,14,35,1.3,,,9.1,,,4,,0,
2024,July,7/26/2024,C,SGL33,5,A,10,RED146,N,WFM ,M,JUV,56,39,17,1.5,,,6.6,,,5,,0,
2024,July,7/26/2024,C,SGL33,6,B,10,TEAL314,N,WFM ,F,AD,54,33,21,1.3,,,8.6,,,1,,0,
2024,July,7/26/2024,C,SGL33,9,B,4,TEAL340,N,WFM ,F,AD,34,14,20,1.4,,,8.5,,,2,,0,
2024,July,7/26/2024,C,SGL33,2,B,9,TEAL347,N,WFM ,M,SUBADULT,27,10,17,1.3,,,8.2,,,1,,0,
2024,July,7/26/2024,C,SGL33,3,A,1,TEAL379,N,WFM ,M,AD,40,14,26,1.3,,,8.3,,,1,,0,
2024,July,7/26/2024,C,SGL33,8,B,10,TEAL385,N,WFM ,M,AD,57,35,22,1.6,,,7.5,,,3,,0,
2024,July,7/2/2024,C,SH,4,A,3,RED18,N,WFM ,F,AD,38,20,18,1.5,,,8.0,,,1,,0,
2024,July,7/2/2024,C,SH,5,A,7,RED29,N,WFM ,M,AD,52,28,24,1.4,,,8.2,,,4,,0,
2024,July,7/2/2024,C,SH,1,B,4,RED34,N,WFM ,M,SUBADULT,36,21,15,1.3,,,7.8,,,1,,0,
2024,July,7/2/2024,C,SH,6,A,8,RED49,N,WFM ,M,JUV,31,18,13,1.3,,,7.0,,,0,,0,
2024,July,7/2/2024,C,SH,7,B,8,RED51,N,WFM ,M,AD,45,19,26,1.5,,,8.4,,,7,,0,
2024,July,7/2/2024,C,SH,5,A,4,RED53,N,WFM ,M,AD,43,22,21,1.6,,,8.1,,,1,,0,
2024,July,7/2/2024,C,SH,7,B,3,RED58,N,WFM ,F,AD,34,15,19,1.4,,,7.5,,,0,,0,
2024,July,7/2/2024,C,SH,7,B,9,RED81,N,WFM ,F,AD,40,19,21,1.6,,,8.4,,,0,,0,
2024,July,7/2/2024,C,SH,6,A,9,RED94,N,WFM ,M,AD,31,11,20,1.6,,,7.8,,,2,,0,
2024,July,7/2/2024,C,SH,5,B,6,RED97,N,WFM ,F,AD,42,26,16,1.5,,,9.6,,,0,,0,
2024,July,7/2/2024,C,SH,5,B,8,TEAL337,N,WFM ,F,AD,35,24,11,1.4,,,8.0,,,0,,0,
2024,July,7/2/2024,C,SH,1,A,10,TEAL342,N,WFM ,F,AD,34,12,22,1.8,,,7.0,,,0,,0,
2024,July,7/2/2024,C,SH,3,B,7,TEAL398,N,WFM ,M,AD,47,24,23,1.5,,,9.7,,,2,,0,
2024,July,7/2/2024,C,SH,4,B,2,TEAL407,N,WFM ,M,AD,53,33,20,1.5,,,9.5,,,3,,0,
2024,July,7/2/2024,C,SH,4,A,9,TEAL414,N,WFM ,F,AD,39,24,15,1.5,,,8.4,,,0,,0,
2024,July,7/2/2024,C,SH,4,A,7,TEAL421,N,WFM ,M,AD,43,22,21,1.6,,,9.7,,,0,,0,
2024,July,7/2/2024,C,SH,4,B,5,TEAL440,N,WFM ,F,SUBADULT,40,26,14,1.4,,,7.2,,,1,,0,
2024,July,7/2/2024,C,SH,5,B,3,TEAL451,N,WFM ,M,AD,29,10,19,1.5,,,7.0,,,2,,0,
2024,July,7/2/2024,C,SH,7,B,1,TEAL457,N,WFM ,M,AD,33,10,23,1.5,,,7.2,,,0,,0,
2024,July,7/2/2024,C,SH,1,A,1,TEAL458,N,WFM ,M,JUV,34,16,18,1.3,,,7.5,,,0,,0,
2024,July,7/2/2024,C,SH,4,A,10,TEAL474,N,WFM ,F,AD,42,22,20,1.4,,,7.6,,,1,,0,
2024,July,7/2/2024,C,SH,7,B,4,TEAL480,N,WFM ,M,AD,30,10,20,1.5,,,7.5,,,3,,0,
2024,July,7/2/2024,C,SH,7,B,10,TEAL489,N,WFM ,M,AD,34,11,23,1.4,,,8.2,,,0,,0,
2024,July,7/2/2024,C,SH,6,B,10,TEAL493,N,WFM ,M,AD,32,10,22,1.5,,,8.0,,,5,,0,
2024,July,7/3/2024,C,SH,5,A,10,RED110,N,WFM ,M,AD,29,10,19,1.4,,,6.0,,,1,,0,
2024,July,7/3/2024,C,SH,7,A,1,RED17,N,WFM ,F,AD,39,21,18,1.3,,,7.3,,,0,,0,
2024,July,7/3/2024,C,SH,6,A,3,RED20,N,WFM ,M,AD,34,17,17,1.6,,,8.6,,,2,,0,
2024,July,7/3/2024,C,SH,6,A,7,RED21,N,WFM ,M,AD,40,11,29,1.5,,,9.8,,,1,,,
2024,July,7/3/2024,C,SH,6,A,8,RED22,N,WFM ,F,AD,40,16,24,1.0,,,7.0,,,0,,0,
2024,July,7/3/2024,C,SH,5,B,3,RED25,N,WFM ,M,AD,23,40,-17,1.4,,,7.6,,,2,,0,
2024,July,7/3/2024,C,SH,7,A,10,RED35,N,WFM ,M,AD,35,17,18,1.4,,,8.9,,,0,,0,
2024,July,7/3/2024,C,SH,4,A,10,RED5,N,WFM ,M,AD,33,13,20,1.4,,,6.8,,,8,,0,
2024,July,7/3/2024,C,SH,5,A,4,RED55,N,WFM ,M,AD,34,16,18,1.6,,,8.4,,,2,,0,
2024,July,7/3/2024,C,SH,1,B,6,RED64,N,WFM ,M,AD,44,22,22,2.1,,,9.3,,,4,,0,
2024,July,7/3/2024,C,SH,6,B,10,RED75,N,WFM ,F,AD,39,20,19,1.7,,,8.3,,,3,,0,
2024,July,7/3/2024,C,SH,4,B,4,RED78,N,WFM ,M,AD,31,13,18,1.7,,,8.7,,,2,,0,
2024,July,7/3/2024,C,SH,5,A,7,RED96,N,WFM ,M,AD,41,18,23,1.7,,,8.2,,,1,,0,
2024,July,7/3/2024,C,SH,5,B,8,TEAL307,N,WFM ,M,AD,26,9,17,1.4,,,7.2,,,4,,0,
2024,July,7/3/2024,C,SH,3,A,2,TEAL336,N,WFM ,F,AD,45,29,16,1.6,,,8.2,,,2,,0,
2024,July,7/3/2024,C,SH,7,B,2,TEAL388,N,WFM ,M,JUV,28,14,14,1.4,,,6.8,,,2,,0,
2024,July,7/3/2024,C,SH,4,A,5,TEAL410,N,WFM ,F,AD,36,15,21,1.4,,,10.1,,,0,,0,
2024,July,7/3/2024,C,SH,1,B,9,TEAL436,N,WFM ,M,AD,48,28,20,1.3,,,9.8,,,1,,0,
2024,July,7/3/2024,C,SH,4,B,1,TEAL448,N,WFM ,F,SUBADULT,35,20,15,1.5,,,8.1,,,0,,0,
2024,July,7/3/2024,C,SH,1,B,7,TEAL454,N,WFM ,M,AD,46,22,24,1.1,,,9.1,,,1,,0,
2024,July,7/3/2024,C,SH,6,A,5,TEAL477,N,WFM ,F,AD,35,20,15,1.1,,,7.2,,,2,,0,
2024,July,7/3/2024,C,SH,6,B,2,TEAL487,N,WFM ,F,AD,35,18,17,1.5,,,8.7,,,2,,0,
2024,June,6/11/2024,C,SGL103,4,B,3,BLACK154,N,WFM ,F,AD,45,22,23,1.0,,,8.0,,,0,,0,
2024,June,6/11/2024,C,SGL103,5,A,1,BLACK161,N,WFM ,F,AD,39,15,24,1.4,,,9.1,,,1,,0,
2024,June,6/11/2024,C,SGL103,1,B,9,BLACK169,N,WFM ,M,AD,41,16,25,1.3,,,8.0,,,2,,0,
2024,June,6/11/2024,C,SGL103,3,B,6,BLACK179,N,WFM ,M,AD,46,21,25,1.5,,,9.1,,,3,,0,
2024,June,6/11/2024,C,SGL103,4,B,6,BLACK184,N,WFM ,M,AD,43,11,32,1.3,,,9.0,,,0,,0,
2024,June,6/11/2024,C,SGL103,2,A,5,BLACK188,N,WFM ,M,AD,45,11,34,1.7,,,7.9,,,2,,0,
2024,June,6/11/2024,C,SGL103,4,B,4,BLACK190,N,WFM ,F,SUBADULT,44,22,22,1.4,,,9.0,,,0,,0,
2024,June,6/11/2024,C,SGL103,2,B,10,BLACK194,N,WFM ,F,AD,33,10,23,1.5,,,8.5,,,0,,0,
2024,June,6/11/2024,C,SGL103,5,A,6,BLACK20,N,WFM ,M,AD,65,30,35,1.5,,,8.0,,,2,,0,
2024,June,6/11/2024,C,SGL103,8,A,6,BLACK200,N,WFM ,F,AD,44,19,25,1.5,,,7.1,,,4,,0,
2024,June,6/11/2024,C,SGL103,3,B,10,BLACK212,N,WFM ,M,AD,42,14,28,1.5,,,8.5,,,2,,0,
2024,June,6/11/2024,C,SGL103,6,A,3,BLACK220,N,WFM ,M,AD,36,14,22,1.5,,,9.0,,,0,,0,
2024,June,6/11/2024,C,SGL103,3,B,3,BLACK236,N,WFM ,F,AD,33,15,18,1.3,,,9.4,,,0,,0,
2024,June,6/11/2024,C,SGL103,7,A,6,BLACK244,N,WFM ,M,JUV,40,25,15,0.8,,,7.0,,,3,,0,
2024,June,6/11/2024,C,SGL103,2,A,10,BLACK30,N,WFM ,M,AD,48,30,18,0.8,,,8.0,,,1,,0,
2024,June,6/11/2024,C,SGL103,1,A,9,BLACK325,N,WFM ,M,SUBADULT,31,14,17,1.5,,,8.5,,,11,,0,
2024,June,6/11/2024,C,SGL103,5,A,2,BLACK327,N,WFM ,M,JUV,40,27,13,1.4,,,7.0,,,3,,0,
2024,June,6/11/2024,C,SGL103,4,A,4,BLACK333,N,WFM ,M,SUBADULT,44,26,18,1.5,,,7.0,,,1,,0,
2024,June,6/11/2024,C,SGL103,5,B,3,BLACK359,N,WFM ,M,AD,49,22,27,1.8,,,8.0,,,1,,0,
2024,June,6/11/2024,C,SGL103,1,B,3,BLACK37,N,WFM ,M,AD,69,48,21,1.4,,,7.0,,,18,,,
2024,June,6/11/2024,C,SGL103,6,A,1,BLACK375,N,WFM ,F,AD,63,41,22,1.2,,,8.2,,,0,,0,
2024,June,6/11/2024,C,SGL103,4,B,10,BLACK378,N,WFM ,F,JUV,22,11,11,1.2,,,7.5,,,2,,0,
2024,June,6/11/2024,C,SGL103,3,A,4,BLACK385,N,WFM ,M,AD,43,21,22,1.5,,,9.5,,,2,,0,
2024,June,6/11/2024,C,SGL103,6,A,6,BLACK400,N,WFM ,F,SUBADULT,31,16,15,1.5,,,7.5,,,3,,0,
2024,June,6/11/2024,C,SGL103,2,B,6,BLACK403*,N,WFM ,F,AD,37,12,25,1.8,,,7.4,,,1,,0,
2024,June,6/11/2024,C,SGL103,4,A,1,BLACK406,N,WFM ,F,AD,48,22,26,1.6,,,10.1,,,2,,0,
2024,June,6/11/2024,C,SGL103,2,B,3,BLACK412*,N,WFM ,F,AD,45,24,21,1.6,,,10.0,,,1,,0,
2024,June,6/11/2024,C,SGL103,3,A,3,BLACK414*,N,WFM ,M,AD,38,15,23,1.4,,,7.5,,,4,,0,
2024,June,6/11/2024,C,SGL103,5,B,4,BLACK435*,N,WFM ,F,AD,49,23,26,1.6,,,10.0,,,1,,0,
2024,June,6/11/2024,C,SGL103,5,A,8,BLACK44 ,N,WFM ,F,AD,50,27,23,1.4,,,9.2,,,0,,0,
2024,June,6/11/2024,C,SGL103,1,A,2,BLACK441,N,WFM ,F,AD,41,15,26,1.9,,,7.7,,,3,,0,
2024,June,6/11/2024,C,SGL103,1,A,6,BLACK5,N,WFM ,F,AD,41,15,26,1.3,,,8.0,,,0,,0,
2024,June,6/11/2024,C,SGL103,2,A,8,BLACK53,N,WFM ,F,AD,37,15,22,1.4,,,8.5,,,6,,0,
2024,June,6/11/2024,C,SGL103,4,B,2,BLACK54,N,WFM ,F,JUV,24,10,14,1.9,,,7.2,,,2,,0,
2024,June,6/11/2024,C,SGL103,4,A,9,BLACK69,N,WFM ,M,AD,54,23,31,1.4,,,8.7,,,4,,0,
2024,June,6/11/2024,C,SGL103,2,B,1,BLACK74,N,WFM ,M,AD,64,43,21,1.7,,,9.4,,,0,,0,
2024,June,6/11/2024,C,SGL103,4,B,2,BLACK75,N,WFM ,F,SUBADULT,58,44,14,1.8,,,7.5,,,0,,0,
2024,June,6/11/2024,C,SGL103,4,A,4,BLACK77,N,WFM ,M,JUV,37,23,14,1.6,,,6.4,,,0,,0,
2024,June,6/11/2024,C,SGL103,8,B,9,BLACK87,N,WFM ,M,AD,53,25,28,1.7,,,10.4,,,11,,0,
2024,June,6/11/2024,C,SGL103,4,B,7,BLACK90,N,WFM ,F,AD,78,52,26,1.7,,,7.8,,,1,,0,
2024,June,6/11/2024,C,SGL103,4,A,2,BLACK91,N,WFM ,M,AD,52,27,25,1.5,,,9.5,,,0,,0,
2024,June,6/11/2024,C,SGL103,1,A,7,BLACK92,N,WFM ,F,AD,40,10,30,1.5,,,7.0,,,2,,0,
2024,June,6/11/2024,C,SGL103,3,A,10,GREEN495,N,WFM ,F,AD,35,13,22,1.6,,,9.0,,,3,,0,
2024,June,6/11/2024,C,SGL103,9,A,1,,N,WFM ,M,AD,40,,,,,,,,,NA,,0,
2024,June,6/12/2024,C,SGL103,9,A,2,BLACK111,N,WFM ,F,AD,58,31,27,1.3,,,7.5,,,3,,0,
2024,June,6/12/2024,C,SGL103,4,A,10,BLACK145,N,WFM ,F,AD,54,25,29,1.5,,,9.0,,,9,,0,
